# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-31 17:32:45 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|538|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|52|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9811|213||
