# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 21:41:56 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|549|24||
Heilongjiang|4|1||
Qinghai|0|0|西宁新增疑似1例|
Tianjin|7|0||
Hunan|24|0||
Jilin|3|0||
Jiangxi|7|0||
Sichuan|15|0||
Anhui|15|0||
Shanghai|20|0||
Henan|9|0||
Chongqing|27|0||
Fujian|10|0|福建地区新增疑似2例（漳州1例；三明1例）|
Guangxi|13|0||
Shanxi|1|0||
Xinjiang|2|0||
Inner Mongolia|2|0||
Ningxia|2|0||
Beijing|36|0||
Taiwan|1|0||
Guangdong|53|0||
Liaoning|4|0||
Macau|2|0||
Hainan|8|0||
Guizhou|3|0||
Hebei|2|1||
Gansu|2|0||
Shaanxi|5|0||
Yunnan|2|0||
Jiangsu|9|0||
Hong Kong|2|0||
Zhejiang|43|0||
Shandong|15|0||
