# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-25 07:53:42 CST
# place|confirmed_cases|deaths|notes|sources
Jiangsu|9|0||
Heilongjiang|4|1||
Hainan|8|0||
Sichuan|15|0||
Henan|9|0||
Beijing|36|0||
Shandong|15|0||
Fujian|10|0||
Hubei|729|39||
Guangdong|53|0||
Hunan|24|0||
Zhejiang|43|0||
Chongqing|27|0||
Jilin|3|0||
Shanxi|6|0||
Jiangxi|18|0||
Gansu|4|0||
Guizhou|3|0||
Anhui|15|0||
Shaanxi|5|0||
Yunnan|5|0||
Guangxi|23|0||
Ningxia|2|0||
Liaoning|12|0||
Hebei|2|1||
Inner Mongolia|2|0||
