# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 19:49:39 CST
# place|confirmed_cases|deaths|notes|sources
Beijing|34|0||
Henan|9|0||
Shandong|15|0||
Xinjiang|2|0||
Hunan|24|0||
Jilin|3|0||
Heilongjiang|4|1||
Macau|2|0||
Chongqing|27|0||
Shaanxi|5|0||
Jiangxi|7|0||
Qinghai|0|0|西宁新增疑似1例|
Liaoning|4|0||
Taiwan|1|0||
Tianjin|7|0||
Yunnan|2|0||
Sichuan|15|0||
Fujian|10|0|福建地区新增疑似2例（漳州1例；三明1例）|
Inner Mongolia|2|0||
Anhui|15|0||
Hong Kong|2|0||
Hainan|8|0||
Jiangsu|9|0||
Guizhou|3|0||
Guangdong|53|0||
Guangxi|13|0||
Ningxia|2|0||
Shanxi|1|0||
Zhejiang|43|0||
Gansu|2|0||
Shanghai|20|0||
Hebei|2|1||
Hubei|549|24||
