# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-23 12:54:04 CST
# place|confirmed_cases|deaths|notes|sources
Tianjin|4|0||
Jiangxi|3|0||
Heilongjiang|1|0||
Ningxia|1|0||
Guangxi|5|0||
Shanxi|1|0||
Jiangsu|1|0||
Hong Kong|1|0||
Inner Mongolia|0|0||
Shanghai|16|0||
Hubei|444|17||
Fujian|4|0||
Hunan|9|0||
Hainan|4|0||
Macau|2|0||
Liaoning|3|0||
Taiwan|1|0||
Henan|5|0||
Sichuan|8|0||
Hebei|1|0||
Beijing|14|0||
Yunnan|1|0||
Guizhou|3|0||
Shaanxi|0|0||
Guangdong|32|0||
Shandong|6|0||
Chongqing|9|0||
Anhui|9|0||
Jilin|1|0||
Zhejiang|10|0||
