# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-10 10:15:01 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|29631|871||
Guangdong|1151|1||
Zhejiang|1092|0||
Henan|1073|6|参考卫健委统计口径，部分县区与地级市合并|
Hunan|879|1||
Anhui|830|3||
Jiangxi|771|1||
Jiangsu|492|0||
Chongqing|468|2||
Shandong|459|1||
Sichuan|405|1||
Heilongjiang|331|7||
Beijing|326|2||
Shanghai|295|1|治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区|
Fujian|261|0||
Hebei|218|2||
Shaanxi|213|0||
Guangxi|210|1||
Yunnan|141|0||
Hainan|136|3||
Shanxi|119|0||
Guizhou|109|1||
Liaoning|107|0||
Tianjin|91|1||
Gansu|83|2||
Jilin|80|1||
Inner Mongolia|54|0||
Ningxia|49|0||
Xinjiang|49|0||
Hong Kong|36|1||
Taiwan|18|0||
Qinghai|18|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|40206|909||
