# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-10 07:41:44 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|29631|871||
Guangdong|1131|1||
Zhejiang|1075|0||
Henan|1033|6|参考卫健委统计口径，部分县区与地级市合并|
Hunan|838|1||
Anhui|779|1||
Jiangxi|740|0||
Jiangsu|468|0||
Chongqing|450|2||
Shandong|444|1||
Sichuan|386|1||
Beijing|326|2||
Heilongjiang|307|6||
Shanghai|293|1|治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区|
Fujian|250|0||
Shaanxi|208|0||
Hebei|206|2||
Guangxi|195|1||
Yunnan|141|0||
Hainan|131|3||
Shanxi|119|0||
Liaoning|107|0||
Guizhou|99|1||
Tianjin|91|1||
Gansu|83|2||
Jilin|78|1||
Inner Mongolia|54|0||
Ningxia|45|0||
Xinjiang|45|0||
Hong Kong|29|1||
Taiwan|18|0||
Qinghai|18|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|39829|905||
