# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-29 11:01:30 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|66337|2727||
Guangdong|1349|7||
Shandong|756|6||
Zhejiang|1205|1||
Sichuan|538|3||
Hunan|1018|4||
Heilongjiang|480|13||
Chongqing|576|6||
Beijing|410|7||
Anhui|990|6||
Jiangxi|935|1||
Jiangsu|631|0||
Henan|1272|21|参考卫健委统计口径，部分县区与地级市合并|
Guangxi|252|2||
Hong Kong|94|2||
Shanghai|337|3|未知治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|296|1||
Shaanxi|245|1||
Hebei|318|6||
Guizhou|146|2||
Inner Mongolia|75|0||
Tianjin|136|3||
Hainan|168|5||
Liaoning|121|1||
Taiwan|34|1||
Shanxi|133|0||
Xinjiang|76|3||
Jilin|93|1||
Yunnan|174|2||
Gansu|91|2||
Ningxia|73|0||
Macau|10|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|79388|2837||
