# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 13:07:23 CST
# place|confirmed_cases|deaths|notes|sources
Anhui|15|0||
Yunnan|2|0||
Shanxi|1|0||
Zhejiang|43|0||
Hunan|24|0||
Ningxia|2|0||
Jiangxi|7|0||
Jilin|3|0||
Heilongjiang|4|0||
Guangdong|53|0||
Fujian|9|0||
Shaanxi|3|0||
Beijing|26|0||
Gansu|2|0||
Liaoning|4|0||
Hainan|8|0||
Sichuan|15|0||
Inner Mongolia|2|0||
Jiangsu|9|0||
Shandong|15|0||
Henan|9|0||
Guizhou|3|0||
Hubei|549|24||
Chongqing|27|0||
Hebei|2|1||
Guangxi|13|0||
