# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-10 08:40:03 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|29631|871||
Guangdong|1131|1||
Zhejiang|1075|0||
Henan|1033|6|参考卫健委统计口径，部分县区与地级市合并|
Hunan|838|1||
Anhui|779|1||
Jiangxi|740|0||
Chongqing|468|2||
Jiangsu|468|0||
Shandong|459|1||
Sichuan|386|1||
Heilongjiang|331|7||
Beijing|326|2||
Shanghai|293|1|治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区|
Fujian|250|0||
Hebei|218|2||
Shaanxi|208|0||
Guangxi|195|1||
Yunnan|141|0||
Hainan|136|3||
Shanxi|119|0||
Liaoning|107|0||
Guizhou|99|1||
Tianjin|91|1||
Gansu|83|2||
Jilin|80|1||
Inner Mongolia|54|0||
Ningxia|45|0||
Xinjiang|45|0||
Hong Kong|36|1||
Taiwan|18|0||
Qinghai|18|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|39912|906||
