# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-01 16:28:04 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 36|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|389|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|247|1||
Sichuan|207|1||
Shandong|206|0||
Jiangsu|202|0||
Shanghai|169|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|156|1|待明确地区：死亡 1，治愈 1|
Fujian|144|0||
Shaanxi|101|0||
Guangxi|100|0||
Hebei|96|1||
Yunnan|91|0||
Heilongjiang|80|2||
Liaoning|63|0||
Hainan|62|1||
Shanxi|47|0||
Tianjin|37|0||
Gansu|35|0||
Guizhou|29|0||
Ningxia|26|0||
Inner Mongolia|23|0||
Xinjiang|18|0||
Jilin|17|0||
Hong Kong|13|0||
Taiwan|10|0||
Qinghai|9|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11862|259||
