# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-23 17:21:26 CST
# place|confirmed_cases|deaths|notes|sources
Taiwan|1|0||
Hunan|9|0||
Macau|2|0||
Jiangsu|1|0||
Beijing|14|0||
Hubei|444|17||
Yunnan|1|0||
Shaanxi|0|0||
Gansu|0|0||
Tianjin|4|0||
Heilongjiang|1|0||
Zhejiang|27|0||
Jilin|1|0||
Guangxi|5|0||
Inner Mongolia|0|0||
Guangdong|32|0||
Henan|5|0||
Shanxi|1|0||
Hainan|5|0||
Guizhou|3|0||
Jiangxi|3|0||
Chongqing|9|0||
Liaoning|3|0||
Hebei|1|0||
Shanghai|16|0||
Shandong|6|0||
Fujian|5|0||
Anhui|9|0||
Ningxia|1|0||
Sichuan|8|0||
Hong Kong|1|0||
