# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-04 16:30:00 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|13522|414||
Zhejiang|829|0||
Guangdong|797|0||
Henan|675|2|待明确地区：治愈 6；参考卫健委统计口径，部分县区与地级市合并|
Hunan|593|0||
Anhui|480|0||
Jiangxi|476|0||
Chongqing|344|2||
Jiangsu|308|0||
Sichuan|282|1|待明确地区：治愈 1|
Shandong|275|0||
Beijing|228|1||
Shanghai|219|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|194|0||
Heilongjiang|155|2||
Shaanxi|142|0||
Guangxi|139|0||
Hebei|126|1||
Yunnan|119|0||
Hainan|80|1||
Liaoning|77|0||
Shanxi|74|0||
Tianjin|66|0|待明确地区 : 治愈 1|
Guizhou|56|0||
Gansu|55|0||
Jilin|42|0||
Inner Mongolia|35|0||
Ningxia|34|0||
Xinjiang|29|0||
Hong Kong|15|1||
Qinghai|15|0||
Taiwan|10|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|20502|426||
