# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-27 06:51:00 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|1423|76||
Guangdong|111|0||
Zhejiang|104|0||
Henan|83|1||
Chongqing|75|0||
Hunan|69|0||
Beijing|68|0||
Anhui|60|0||
Jiangxi|48|0||
Shandong|46|0||
Sichuan|44|0||
Shanghai|40|1||
Guangxi|36|0||
Fujian|35|0|福建地区新增疑似 20 例|
Jiangsu|33|0||
Hainan|22|0||
Liaoning|22|0||
Shaanxi|22|0||
Yunnan|16|0||
Heilongjiang|16|1||
Tianjin|14|0||
Shanxi|13|0||
Hebei|13|1||
Hong Kong|8|0||
Inner Mongolia|7|0||
Gansu|7|0||
Macau|6|0||
Guizhou|5|0||
Ningxia|4|0||
Jilin|4|0||
Taiwan|4|0||
Xinjiang|4|0||
Qinghai|1|0||
CHINA TOTAL|2463|80||
