# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-08 23:15:38 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|24953|699||
Guangdong|1095|1||
Zhejiang|1048|0||
Henan|981|4|参考卫健委统计口径，部分县区与地级市合并|
Hunan|803|1||
Anhui|733|0||
Jiangxi|698|0||
Jiangsu|439|0||
Chongqing|428|2||
Shandong|416|0||
Sichuan|364|1||
Beijing|315|2||
Heilongjiang|295|5||
Shanghai|286|1|治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区|
Fujian|239|0||
Hebei|195|1||
Shaanxi|195|0||
Guangxi|183|0||
Yunnan|138|0||
Hainan|124|2||
Liaoning|105|0||
Shanxi|104|0||
Guizhou|89|1||
Tianjin|88|1||
Gansu|79|1||
Jilin|69|1||
Inner Mongolia|52|0||
Ningxia|45|0||
Xinjiang|42|0||
Hong Kong|26|1||
Qinghai|18|0||
Taiwan|17|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|34673|724||
