# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 19:49:39 CST
# place|confirmed_cases|deaths|notes|sources
Liaoning|4|0||
Inner Mongolia|2|0||
Hebei|2|1||
Hubei|549|24||
Jiangxi|7|0||
Shaanxi|5|0||
Chongqing|27|0||
Hunan|24|0||
Anhui|15|0||
Yunnan|2|0||
Shanxi|1|0||
Beijing|34|0||
Zhejiang|43|0||
Gansu|2|0||
Sichuan|15|0||
Shandong|15|0||
Hainan|8|0||
Guangdong|53|0||
Jilin|3|0||
Guangxi|13|0||
Henan|9|0||
Ningxia|2|0||
Jiangsu|9|0||
Guizhou|3|0||
Heilongjiang|4|1||
Fujian|10|0||
