# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 11:39:42 CST
# place|confirmed_cases|deaths|notes|sources
Jiangsu|9|0||
Heilongjiang|4|0|绥化死亡1例|
Gansu|2|0||
Liaoning|3|0||
Guangdong|53|0|治愈2例|
Jiangxi|7|0||
Yunnan|2|0||
Guangxi|13|0||
Shanxi|1|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Ningxia|1|0||
Anhui|15|0||
Tianjin|5|0||
Jilin|3|0||
Hebei|2|1|沧州死亡1例|
Shanghai|20|0||
Shandong|9|0||
Shaanxi|3|0||
Macau|2|0||
Guizhou|3|0||
Hunan|24|0||
Inner Mongolia|1|0||
Hong Kong|2|0||
Xinjiang|2|0||
Fujian|5|0||
Zhejiang|43|0|治愈1例|
Sichuan|15|0||
Hainan|8|0||
Taiwan|1|0||
Chongqing|27|0||
Beijing|26|0||
Henan|9|0||
