# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-26 12:53:00 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|1052|52||
Zhejiang|104|0||
Guangdong|98|0||
Henan|83|1||
Chongqing|75|0||
Hunan|69|0||
Anhui|60|0||
Beijing|54|0||
Sichuan|44|0||
Shanghai|40|1||
Shandong|39|0||
Jiangxi|36|0||
Guangxi|33|0||
Jiangsu|31|0||
Hainan|22|0||
Shaanxi|22|0||
Liaoning|19|0||
Fujian|18|0|福建地区新增疑似 20 例|
Heilongjiang|15|1||
Tianjin|13|0||
Hebei|13|1||
Yunnan|11|0||
Shanxi|9|0||
Inner Mongolia|7|0||
Gansu|7|0||
Guizhou|5|0||
Hong Kong|5|0||
Macau|5|0||
Ningxia|4|0||
Jilin|4|0||
Xinjiang|4|0||
Taiwan|3|0||
Qinghai|1|0||
CHINA TOTAL|01052104988375696054444039363331222219181513131197755544431|05200100000100000000101000000000000||
