# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-31 08:41:17 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|428|0||
Guangdong|354|0|待明确地区治愈 2 例|
Henan|278|2|待明确地区：治愈 2|
Hunan|277|0||
Anhui|237|0||
Chongqing|206|0||
Sichuan|177|1||
Jiangxi|162|0||
Shandong|158|0||
Jiangsu|129|0||
Shanghai|128|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|121|1|待明确地区：治愈 1|
Fujian|101|0||
Guangxi|87|0||
Hebei|82|1||
Yunnan|76|0||
Shaanxi|63|0||
Hainan|49|1||
Liaoning|45|0||
Heilongjiang|44|2||
Shanxi|39|0||
Tianjin|31|0||
Gansu|29|0||
Inner Mongolia|19|0||
Ningxia|17|0||
Jilin|14|0||
Xinjiang|14|0||
Guizhou|12|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9220|213||
